codigo_aeronave;codigo_ocorrencia;matricula;codigo_operador;equipamento;fabricante;modelo;tipo_motor;quantidade_motores;peso_maximo_decolagem;quantidade_assentos;ano_fabricacao;pais_registro;categoria_registro;categoria_aviacao;origem_voo;destino_voo;fase_operacao;tipo_operacao;nivel_dano;quantidade_fatalidades;dia_extracao
2026;34257;PTOGE;5121;AVI«O;CESSNA AIRCRAFT;208;TURBOêLICE;1;3629;11;1990;BRASIL;TPX;TµXI AêREO;SBML;SBSR;CRUZEIRO;TµXI AêREO;NENHUM;0;30/07/2016
2061;45654;PPGFD;267;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;SSKT;****;TµXI;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2064;43361;PPGKG;301;AVI«O;PIPER AIRCRAFT;PA-18;PIST«O;1;680;2;1950;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2101;45285;PPFHP;296;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1988;BRASIL;PRI;INSTRUÄ«O;SBUL;SWKT;ARREMETIDA NO SOLO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2101;53108;PPFHP;296;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1988;BRASIL;PRI;INSTRUÄ«O;SBUL;SBUL;DECOLAGEM;INSTRUÄ«O;NENHUM;0;30/07/2016
2133;43706;PTRHW;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-721D;PIST«O;1;1633;7;1980;BRASIL;TPP;PARTICULAR;SSPX;SWEI;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
2148;27140;PTOZR;3259;AVI«O;BEECH AIRCRAFT;C90;TURBOêLICE;2;4377;10;1983;BRASIL;TPX;TµXI AêREO;****;****;INDETERMINADA;TµXI AêREO;***;0;30/07/2016
2151;49611;PTDDG;4877;AVI«O;CESSNA AIRCRAFT;U206C;PIST«O;1;1633;6;1968;BRASIL;TPX;TµXI AêREO;SBJC;SNVS;DECOLAGEM;TµXI AêREO;DESTRU÷DA;3;30/07/2016
2200;44775;PPEJB;5193;AVI«O;EMBRAER;EMB-810D;PIST«O;2;2155;6;1982;BRASIL;TPX;TµXI AêREO;****;****;CRUZEIRO;TµXI AêREO;DESTRU÷DA;4;30/07/2016
2224;45756;PTEDC;4088;AVI«O;EMBRAER;EMB-820C NAVAJO;PIST«O;2;3175;10;1976;BRASIL;TPX;TµXI AêREO;****;****;CORRIDA AP‡S POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
2226;46919;PTOMU;4832;AVI«O;CESSNA AIRCRAFT;650;JATO;2;9979;11;1991;BRASIL;TPX;TµXI AêREO;****;****;CORRIDA AP‡S POUSO;TµXI AêREO;LEVE;0;30/07/2016
2259;45233;PPGMM;269;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1992;BRASIL;PRI;INSTRUÄ«O;****;****;ARREMETIDA NO SOLO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2264;44404;PTLRS;2765;AVI«O;BEECH AIRCRAFT;58;PIST«O;2;2449;6;1974;BRASIL;TPX;TµXI AêREO;****;****;DECOLAGEM;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
2268;50347;PPGQW;170;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1993;BRASIL;PRI;INSTRUÄ«O;SSKZ;****;ARREMETIDA NO SOLO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2272;48660;PTAVJ;1289;AVI«O;CESSNA AIRCRAFT;150J;PIST«O;1;726;2;1969;BRASIL;PRI;INSTRUÄ«O;SBSV;SBLE;DECOLAGEM;INSTRUÄ«O;LEVE;0;30/07/2016
2289;30915;PTWIB;997;AVI«O;CESSNA AIRCRAFT;S550;JATO;2;6849;11;1987;BRASIL;TPX;TµXI AêREO;****;****;POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
2327;37578;PTLQE;3992;AVI«O;BEECH AIRCRAFT;C90;TURBOêLICE;2;4377;8;1983;BRASIL;TPP;PARTICULAR;SBBH;SNNU;POUSO;PRIVADA;DESTRU÷DA;0;30/07/2016
2336;41749;PTVDA;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PIST«O;2;2155;6;1986;BRASIL;TPP;PARTICULAR;SBRF;SBKG;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
2356;45228;PPHOR;267;AVI«O;NEIVA INDUSTRIA AERONAUTICA;56-C-1;PIST«O;1;660;2;1962;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2356;45522;PPHOR;267;AVI«O;NEIVA INDUSTRIA AERONAUTICA;56-C-1;PIST«O;1;660;2;1962;BRASIL;PRI;INSTRUÄ«O;****;****;ARREMETIDA NO SOLO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2397;38845;PTAGV;5167;AVI«O;CESSNA AIRCRAFT;170A;PIST«O;1;998;1;1950;BRASIL;SAE;ESPECIALIZADA;****;****;OUTRA FASE;ESPECIALIZADA;SUBSTANCIAL;0;30/07/2016
2398;32378;PTGEE;2388;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-200A;PIST«O;1;1550;1;0;BRASIL;SAE-AG;AGR÷COLA;****;****;DECOLAGEM;AGR÷COLA;DESTRU÷DA;0;30/07/2016
2405;28815;PTCDB;3992;AVI«O;CESSNA AIRCRAFT;182G;PIST«O;1;1270;4;1964;BRASIL;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;SUBSTANCIAL;1;30/07/2016
2437;48800;PTOQZ;112;AVI«O;LAVIASA;PA-25-235;PIST«O;1;1315;1;1992;BRASIL;SAE-AG;AGR÷COLA;****;****;ESPECIALIZADA;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
2439;46863;PTOGY;5121;AVI«O;CESSNA AIRCRAFT;208;TURBOêLICE;1;3629;10;1986;BRASIL;TPX;TµXI AêREO;****;****;CORRIDA AP‡S POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
2454;34416;PTNLC;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;PIST«O;1;1202;4;1977;BRASIL;TPP;PARTICULAR;****;SBRB;DESCIDA;PRIVADA;DESTRU÷DA;0;30/07/2016
2469;46573;PPGRU;272;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1993;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2469;52935;PPGRU;272;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1993;BRASIL;PRI;INSTRUÄ«O;SBNM;SSZR;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2486;29975;PPFKV;158;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1990;BRASIL;PIN;INSTRUÄ«O;****;****;CORRIDA AP‡S POUSO;INSTRUÄ«O;***;0;30/07/2016
2486;45835;PPFKV;158;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1990;BRASIL;PRI;INSTRUÄ«O;SSBL;SSBL;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2508;37183;PPGON;291;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1993;BRASIL;PRI;INSTRUÄ«O;****;****;ARREMETIDA NO SOLO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2511;37876;PPGQA;169;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1993;BRASIL;PRI;INSTRUÄ«O;SSCN;SSCN;CORRIDA AP‡S POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
2536;51656;PTOAI;3992;AVI«O;BEECH AIRCRAFT;A36;PIST«O;1;1655;6;1984;BRASIL;TPP;PARTICULAR;SBDN;SIJG;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
2590;46582;PTVRV;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PIST«O;2;2155;6;1995;BRASIL;TPP;PARTICULAR;SJHG;SBCY;CRUZEIRO;PRIVADA;DESTRU÷DA;4;30/07/2016
2630;38645;PPGNU;193;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1985;BRASIL;PRI;INSTRUÄ«O;SBGO;SBGO;SUBIDA;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2664;43732;PTESV;3992;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;6;1978;BRASIL;TPP;PARTICULAR;SBRB;SWUI;CORRIDA AP‡S POUSO;PRIVADA;LEVE;0;30/07/2016
2665;45524;PPGKQ;321;AVI«O;PIPER AIRCRAFT;PA-18;PIST«O;1;680;2;1950;BRASIL;PRI;INSTRUÄ«O;SBJD;****;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2683;30316;PTSDB;5029;AVI«O;EMBRAER;EMB-110P1;TURBOêLICE;2;5670;19;1981;BRASIL;TPX;TµXI AêREO;****;****;SUBIDA;TµXI AêREO;DESTRU÷DA;2;30/07/2016
2691;46563;PTLHE;3992;AVI«O;PIPER AIRCRAFT;PA-31;PIST«O;2;2948;8;1974;BRASIL;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
2696;51439;PPGSG;270;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1994;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2760;46338;PTRCA;3992;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;7;1980;BRASIL;TPP;PARTICULAR;SSDL;SITJ;APROXIMAÄ«O FINAL;PRIVADA;SUBSTANCIAL;0;30/07/2016
2765;49125;PTHCH;3992;HELIC‡PTERO;BELL HELICOPTER;206B;TURBOEIXO;1;1451;5;1970;BRASIL;TPP;PARTICULAR;****;SBSR;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
2768;32376;PTRMG;3992;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;6;1981;BRASIL;TPP;PARTICULAR;SNJP;SIMK;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
2835;46496;PTHNE;3992;HELIC‡PTERO;HELIBRAS;HB-350B;TURBOEIXO;1;1950;6;1989;BRASIL;TPP;PARTICULAR;SDCO;SIVX;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
2844;46256;PTHZE;1814;HELIC‡PTERO;HELIBRAS;HB-350B;TURBOEIXO;1;1950;6;1980;BRASIL;PRI;INSTRUÄ«O;SBPR;SBPR;APROXIMAÄ«O FINAL;INSTRUÄ«O;DESTRU÷DA;0;30/07/2016
2871;27531;PPGLW;3992;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;TPP;PARTICULAR;****;****;INDETERMINADA;PRIVADA;***;0;30/07/2016
2901;53225;PPGAA;2361;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1990;BRASIL;PRI;INSTRUÄ«O;SBBI;SBBI;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2908;43657;PTWCU;4565;AVI«O;CESSNA AIRCRAFT;A188B;PIST«O;1;1905;1;1975;BRASIL;SAE-AG;AGR÷COLA;****;****;DECOLAGEM;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
2915;36055;PPFKZ;231;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1990;BRASIL;PRI;INSTRUÄ«O;SSNH;SSNH;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2919;46093;PTENG;3671;AVI«O;EMBRAER;EMB-820C NAVAJO;TURBOêLICE;2;3175;5;1977;BRASIL;SAE-AL;ESPECIALIZADA;SNGI;SNBR;NAVEGAÄ«O A BAIXA ALTURA;ESPECIALIZADA;DESTRU÷DA;1;30/07/2016
2937;46356;PTANF;934;AVI«O;CESSNA AIRCRAFT;170A;PIST«O;1;998;1;1951;BRASIL;SAE-AP;ESPECIALIZADA;****;****;ESPECIALIZADA;ESPECIALIZADA;SUBSTANCIAL;0;30/07/2016
2942;45213;PPKBU;161;AVI«O;XAVANTE;A-122-A;PIST«O;1;840;2;1971;BRASIL;PRI;INSTRUÄ«O;****;****;NAVEGAÄ«O A BAIXA ALTURA;INSTRUÄ«O;LEVE;0;30/07/2016
2942;46337;PPKBU;161;AVI«O;XAVANTE;A-122-A;PIST«O;1;840;2;1971;BRASIL;PRI;INSTRUÄ«O;SDXF;SWUZ;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
2956;44794;PPGMG;218;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;NENHUM;0;30/07/2016
2956;45274;PPGMG;218;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;SBLO;SBLO;ARREMETIDA NO SOLO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
3013;48879;PPFPO;312;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-712;PIST«O;1;1157;4;1979;BRASIL;PRI;INSTRUÄ«O;SBJC;****;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
3025;45188;PPGAX;227;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;SSNG;SSNG;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
3045;39916;PTLJK;3259;AVI«O;LEARJET;35A;JATO;2;8301;10;1981;BRASIL;TPX;TµXI AêREO;****;****;DECOLAGEM;TµXI AêREO;LEVE;0;30/07/2016
3054;33315;PTWHF;3259;AVI«O;BEECH AIRCRAFT;400A;JATO;2;7303;10;1993;BRASIL;TPX;TµXI AêREO;SBSP;SBSJ;POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
3075;53109;PTLSS;3992;AVI«O;BEECH AIRCRAFT;E55;PIST«O;2;2404;6;1980;BRASIL;TPP;PARTICULAR;****;****;CORRIDA AP‡S POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
3076;32641;PTLTY;3889;AVI«O;BEECH AIRCRAFT;95-B55;PIST«O;2;2268;2;1979;BRASIL;TPX;TµXI AêREO;SWRD;SBBW;DECOLAGEM;TµXI AêREO;DESTRU÷DA;0;30/07/2016
3104;37796;PTRAS;1543;AVI«O;EMBRAER;EMB-820C NAVAJO;PIST«O;2;3175;7;1979;BRASIL;ADF;ADMINISTRAÄ«O DIRETA;SBGO;SBGO;CORRIDA AP‡S POUSO;POLICIAL;SUBSTANCIAL;0;30/07/2016
3119;47694;PTBVC;3992;AVI«O;CESSNA AIRCRAFT;172D;PIST«O;1;1043;4;1963;BRASIL;TPP;PARTICULAR;SWBB;****;CORRIDA AP‡S POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
3119;51753;PTBVC;3992;AVI«O;CESSNA AIRCRAFT;172D;PIST«O;1;1043;4;1963;BRASIL;TPP;PARTICULAR;SWBB;SWBB;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
3140;34078;PPEHX;866;AVI«O;EMBRAER;EMB-820C NAVAJO;PIST«O;2;3175;8;1981;BRASIL;TPX;TµXI AêREO;SWKK;SWRL;CORRIDA AP‡S POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
3154;33335;PTRZV;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PIST«O;1;1633;7;1985;BRASIL;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
3154;44403;PTRZV;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PIST«O;1;1633;7;1985;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;LEVE;0;30/07/2016
3166;50238;PTCNL;309;AVI«O;CESSNA AIRCRAFT;172A;PIST«O;1;998;4;1960;BRASIL;PRI;INSTRUÄ«O;SBTE;SBTE;DECOLAGEM;INSTRUÄ«O;DESTRU÷DA;4;30/07/2016
3178;33856;PTHRH;1652;HELIC‡PTERO;BELL HELICOPTER;412;TURBOEIXO;2;5262;13;1982;BRASIL;TPX;TµXI AêREO;****;****;POUSO;POLICIAL;SUBSTANCIAL;0;30/07/2016
3190;35016;PTLDO;1988;AVI«O;NORTH AMERICAN;AT-6D;PIST«O;1;2404;2;1942;BRASIL;SAE;ESPECIALIZADA;SBMT;SBRJ;ESPECIALIZADA;ESPECIALIZADA;SUBSTANCIAL;0;30/07/2016
3200;44188;PTIRJ;3992;AVI«O;CESSNA AIRCRAFT;210L;PIST«O;1;1723;6;1973;BRASIL;TPP;PARTICULAR;SWNV;SWNV;TµXI;PRIVADA;NENHUM;0;30/07/2016
3200;45414;PTIRJ;3992;AVI«O;CESSNA AIRCRAFT;210L;PIST«O;1;1723;6;1973;BRASIL;TPP;PARTICULAR;SWLV;SBCY;CORRIDA AP‡S POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
3267;28615;PPERJ;1517;HELIC‡PTERO;HELIBRAS;HB-350B;TURBOEIXO;1;1950;6;1990;BRASIL;ADE;ADMINISTRAÄ«O DIRETA;****;****;APROXIMAÄ«O FINAL;N«O REGULAR;SUBSTANCIAL;0;30/07/2016
3277;31455;PTCBO;2105;AVI«O;PIPER AIRCRAFT;PA-18;PIST«O;1;680;2;1953;BRASIL;SAE-AP;ESPECIALIZADA;****;****;OUTRA FASE;ESPECIALIZADA;SUBSTANCIAL;1;30/07/2016
3292;26779;PTIGL;4936;AVI«O;TWIN COMMANDER;500-S;PIST«O;2;3062;6;1972;BRASIL;TPX;TµXI AêREO;****;****;CIRCUITO DE TRµFEGO;TµXI AêREO;LEVE;0;30/07/2016
3317;34501;PTOSR;3992;AVI«O;BEECH AIRCRAFT;200;TURBOêLICE;2;5670;10;1981;BRASIL;TPP;PARTICULAR;SBTE;SBRF;APROXIMAÄ«O FINAL;PRIVADA;DESTRU÷DA;2;30/07/2016
3326;46746;PTUMV;4267;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PIST«O;1;1800;1;2001;BRASIL;SAE-AG;AGR÷COLA;****;****;ESPECIALIZADA;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
3335;29095;PTEXU;4787;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-721C;PIST«O;1;1633;7;1979;BRASIL;TPX;TµXI AêREO;SBJC;SNKX;CRUZEIRO;TµXI AêREO;DESTRU÷DA;0;30/07/2016
3352;45594;PTGQD;1552;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201;PIST«O;1;1800;1;0;BRASIL;SAE-AG;AGR÷COLA;****;****;OUTRA FASE;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
3355;53119;PPHBK;167;AVI«O;CIA AERONAUTICA PAULISTA;CAP-4;PIST«O;1;587;2;1946;BRASIL;PRI;INSTRUÄ«O;SSKM;SSKM;INDETERMINADA;INSTRUÄ«O;DESTRU÷DA;2;30/07/2016
3355;43910;PPHBK;167;AVI«O;CIA AERONAUTICA PAULISTA;CAP-4;PIST«O;1;587;2;1946;BRASIL;PRI;INSTRUÄ«O;****;****;MANOBRA;INSTRUÄ«O;LEVE;0;30/07/2016
3413;51445;PTGXF;5368;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PIST«O;1;1800;1;1981;BRASIL;SAE-AG;AGR÷COLA;SSKZ;****;POUSO;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
3413;30040;PTGXF;1657;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PIST«O;1;1800;1;1981;BRASIL;SAE-AG;AGR÷COLA;****;****;DECOLAGEM;AGR÷COLA;LEVE;0;30/07/2016
3416;27489;PTRAA;3402;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;6;1980;BRASIL;TPX;TµXI AêREO;****;****;INDETERMINADA;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
3424;36216;PPDLF;288;AVI«O;CIA AERONAUTICA PAULISTA;CAP-4;PIST«O;1;587;2;1947;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
3424;33221;PPDLF;288;AVI«O;CIA AERONAUTICA PAULISTA;CAP-4;PIST«O;1;587;2;1947;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
3424;38358;PPDLF;288;AVI«O;CIA AERONAUTICA PAULISTA;CAP-4;PIST«O;1;587;2;1947;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
3425;29977;PTWJW;3992;AVI«O;PIPER AIRCRAFT;PA-30;PIST«O;2;1633;6;1968;BRASIL;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
3425;43463;PTWJW;193;AVI«O;PIPER AIRCRAFT;PA-30;PIST«O;2;1633;6;1968;BRASIL;PRI;INSTRUÄ«O;****;****;DESCIDA;INSTRUÄ«O;NENHUM;0;30/07/2016
3447;43978;PTOIS;3992;AVI«O;BEECH AIRCRAFT;A36;PIST«O;1;1633;6;1980;BRASIL;TPP;PARTICULAR;SBBI;SNPA;DECOLAGEM;PRIVADA;DESTRU÷DA;1;30/07/2016
3449;51654;PTNKG;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;PIST«O;1;1202;4;1976;BRASIL;TPP;PARTICULAR;SSDO;SSIJ;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
3452;47156;PTUCN;5478;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PIST«O;1;1800;1;1987;BRASIL;SAE;ESPECIALIZADA;SSRZ;****;ESPECIALIZADA;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
3452;52839;PTUCN;5478;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PIST«O;1;1800;1;1987;BRASIL;SAE-AG;AGR÷COLA;****;****;CORRIDA AP‡S POUSO;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
3469;44967;PTIUN;317;AVI«O;PIPER AIRCRAFT;PA-39;PIST«O;2;1633;6;1972;BRASIL;PRI;INSTRUÄ«O;SBPA;SSBN;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
3486;50801;PTMEO;5029;AVI«O;CESSNA AIRCRAFT;208B;TURBOêLICE;1;4110;11;1994;BRASIL;TPX;TµXI AêREO;****;****;TµXI;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
3503;39318;PTTAF;4128;AVI«O;EMBRAER;EMB-110;TURBOêLICE;2;5600;1;1976;BRASIL;TPX;TµXI AêREO;SBBE;SNWR;DESCIDA;TµXI AêREO;SUBSTANCIAL;2;30/07/2016
3504;34498;PTGVN;873;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PIST«O;1;1800;1;1980;BRASIL;SAE-AG;AGR÷COLA;****;****;SUBIDA;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
3508;27853;PTDOI;4829;AVI«O;CESSNA AIRCRAFT;U206E;PIST«O;1;1633;6;1970;BRASIL;TPX;TµXI AêREO;****;****;RETA FINAL;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
3515;36346;PTNIA;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-710C;PIST«O;1;1361;4;1978;BRASIL;TPP;PARTICULAR;****;****;APROXIMAÄ«O FINAL;PRIVADA;NENHUM;0;30/07/2016
3533;50978;PTEII;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-721C;PIST«O;1;1633;6;1977;BRASIL;TPP;PARTICULAR;SWJN;SWRP;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
3550;42289;PTKGK;308;AVI«O;PIPER AIRCRAFT;PA-34-200;PIST«O;2;1814;6;1974;BRASIL;PRI;INSTRUÄ«O;SBJR;SBMT;POUSO;INSTRUÄ«O;NENHUM;0;30/07/2016
3550;29618;PTKGK;308;AVI«O;PIPER AIRCRAFT;PA-34-200;PIST«O;2;1814;6;1974;BRASIL;PRI;INSTRUÄ«O;SBJR;SBJR;POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
3550;50291;PTKGK;308;AVI«O;PIPER AIRCRAFT;PA-34-200;PIST«O;2;1814;6;1974;BRASIL;PRI;INSTRUÄ«O;SBJR;SBJR;INDETERMINADA;INSTRUÄ«O;DESTRU÷DA;2;30/07/2016
3596;43282;PTVKA;3832;AVI«O;EMBRAER;EMB-820C CARAJA;TURBOêLICE;2;3629;7;1988;BRASIL;TPX;TµXI AêREO;****;****;POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
3631;45730;PPGGC;1934;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1992;BRASIL;PRI;INSTRUÄ«O;SDMC;****;POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
3646;44983;PPGLJ;315;AVI«O;AERO BOERO;AB-180;PIST«O;1;844;3;1992;BRASIL;PRI;INSTRUÄ«O;****;****;CORRIDA AP‡S POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
3646;49121;PPGLJ;3992;AVI«O;AERO BOERO;AB-180;PIST«O;1;844;3;1992;BRASIL;TPP;PARTICULAR;SWFR;****;CORRIDA AP‡S POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
3648;45271;PTHVL;1711;HELIC‡PTERO;ROBINSON HELICOPTER;R22 BETA;PIST«O;1;621;2;1990;BRASIL;PRI;INSTRUÄ«O;SBCH;****;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
3653;25999;PPGSO;181;AVI«O;NEIVA INDUSTRIA AERONAUTICA;56-C;PIST«O;1;660;2;1960;BRASIL;PRI;INSTRUÄ«O;****;****;INDETERMINADA;INSTRUÄ«O;***;0;30/07/2016
3689;47699;PTWTL;4884;AVI«O;EMBRAER;EMB-110;TURBOêLICE;2;5600;17;1976;BRASIL;TPX;TµXI AêREO;****;****;POUSO;TµXI AêREO;NENHUM;0;30/07/2016
3708;46705;PTRFJ;212;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;7;1980;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
3747;45090;PPFLX;269;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1990;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
3775;27668;PPGMV;212;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;SBJF;SBJF;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
3783;44878;PTJEP;3992;AVI«O;BEECH AIRCRAFT;95-B55;PIST«O;2;2268;6;1973;BRASIL;TPP;PARTICULAR;****;****;DECOLAGEM;PRIVADA;DESTRU÷DA;0;30/07/2016
3789;48791;PTNIK;2440;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;PIST«O;1;1202;4;1976;BRASIL;TPX;TµXI AêREO;SBJC;SISO;DECOLAGEM;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
