codigo_ocorrencia;uf;codigo_aeronave;equipamento;tipo_motor;ano_fabricacao;categoria_aviacao;tipo_operacao;quantidade_fatalidades;codigo_fator;aspecto;mes;ano;dia_semana;hora
48797;MT;14665;AVI«O      ;TURBO?LICE;2012;AGR÷COLA            ;AGR÷COLA  ;0;15624                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 6; 2013; 6; 10
48799;AM;14666;AVI«O      ;PIST«O    ;1973;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 6; 2013; 3; 21
48800;PE;2437;AVI«O      ;PIST«O    ;1992;AGR÷COLA            ;AGR÷COLA  ;0;14360                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2013; 5; 10
48801;SP;14662;ULTRALEVE  ;PIST«O    ;1988;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 6; 2013; 7; 16
48803;GO;5118;AVI«O      ;PIST«O    ;1993;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 6; 2013; 6; 17
48804;RS;4855;AVI«O      ;PIST«O    ;1991;PARTICULAR          ;PRIVADA   ;0;14361                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2013; 4; 15
48876;MS;13392;AVI«O      ;PIST«O    ;1978;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 6; 2013; 2; 13
48878;SP;14685;AVI«O      ;PIST«O    ;1981;PARTICULAR          ;PRIVADA   ;0;14180                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2013; 3; 12
48879;PA;3013;AVI«O      ;PIST«O    ;1979;INSTRUÄ«O           ;INSTRUÄ«O ;0;14136                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2013; 4; 12
48881;RJ;14687;AVI«O      ;PIST«O    ;2006;PARTICULAR          ;PRIVADA   ;0;14267                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2013; 4; 9
48883;MT;14688;AVI«O      ;PIST«O    ;1979;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 6; 2013; 2; 16
48912;GO;12659;ULTRALEVE  ;PIST«O    ;1995;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 6; 2013; 7; 11
49053;GO;14732;HELIC‡PTERO;PIST«O    ;2010;PARTICULAR          ;PRIVADA   ;0;14200                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 7; 2013; 5; 14
